text,label
だよな｡,0
なぁ 国見 桜島先輩のこと,
見えてるよな？ そら ﾊﾞｯﾁﾘと｡,0
あの人は どういう人なんだろう｡,1
うん そら 有名人じゃん？ ま そうだよな｡,0
活動休止中とはいえ 芸能人じゃん？,0
ああ うちの学校にいると 知ったときは,
さすがに驚いた｡,
咲太が 牧之原翔子以外の女子に 興味を持つのは,
喜ばしいことなんだが さすがに あの人は無理だろ｡,1
僕は 告白するとも 好きになったとも言ってないぞ｡,
じゃあ なんだ？,1
いや 学校じゃ 誰かと一緒にいるの,
見ないよなって思って｡,0
いつも一人っつうかさ｡,
佑真 おはよ｡ おう 上里 じゃあな 咲太｡,
部活の先輩に 聞いたんだけど,
桜島先輩 １年の最初の頃は 全然学校来てなかったらしい｡,
なんで？ 仕事｡,
中学卒業と同時に 活動休止宣言したはいいけど,
その前から出演が決まってた 作品もあったんで,
忙しかったらしい｡,
まともに 学校来るようになったのは,
夏休み明けだったって｡,
そりゃ しんどいな｡ だろ｡,0
《１年の途中から入ってきた 芸能人の桜島先輩は,
完全に異分子だ｡,
一度決まったｸﾗｽの形は そう簡単には変わらない｡,
目立てば 誰かにｳｻﾞいとか 調子に乗ってるとか,
陰口をたたかれる｡,
そうなったら もう 元に戻れないことを,
みんな知っている｡,
それが 学校という空間｡,
誰も桜島先輩に話しかけられない｡,
目立ちたくない 浮きたくない｡,
だから 桜島先輩も その空気を読み,
自分の空気を演じてるんだ きっと》,
あのさ 話あるんだけど｡,
単刀直入に言うけど,
今後 佑真とは しゃべんないで｡,
べつに 国見と上里さんが つきあってるのを,
邪魔してるつもりはないんだけど｡,
そういう意味じゃなくて｡,
病院送り事件のこと みんな知ってる｡,
ああ 病院送り事件ね｡,
ｸﾗｽで浮いてる梓川なんかと 一緒にいると,
佑真の株が下がるから 佑真がかわいそうだから｡,
その理屈だと 現在進行形で 上里さんも,
株が大暴落してるけど いいわけ？,
ｹﾝｶ売ってんの？ 買ってるんだよ｡,0
そんなにｲﾗｲﾗして 生理か？,
んな… 死ね ﾊﾞｶ 絶対死ね！,
ありえない 最低！,
《結局のところ… 毎日 口癖のように,
つまらないとか おもしろいことないかなとか,
言ってるくせに 本当は みんな 変化なんか求めてないんだ》,
≪あれ ぜってえ 桜島麻衣だよな｡,0
え？ ほら｡,
ぜってえ そうだって！ 一応 撮っとこうか｡,0
え？,
もうちょっと こっち向かねえかな｡,
ん？ あ？,
なんだよ お前｡,0
人間ですが そっちは 盗撮野郎ですか？,2
なっ… お前！ やめなってば｡,0
行こうよ｡ ﾁｯ なんだよ あいつ｡,0
いいだろ べつに｡,
ありがと｡ え？,
余計なことしないでって 怒られるとでも思った？,
はい｡ それは思うだけで我慢してる｡,
だったら それも 言わないでほしかった｡,
ああいうのは慣れてるから｡,
慣れても 何かが すり減るもんでしょ｡,
すり減る… 確かに そのとおりね｡,
[℡],
出なくていいんですか？ [℡],2
電車来たし｡ それに あの人の用件はわかってる｡,
昨日のあれですけど…｡ 忘れなさいと忠告したわよね｡,2
あのﾊﾞﾆｰ姿はｴﾛすぎて 忘れるのは無理でした｡,
ちょ ちょっと 私を想像して 変なことしてないでしょうね！,
べつに 年下の男の子に ｴｯﾁな想像されるくらい,
私は平気だけどね｡,
ねぇ 梓川くん｡,
名前 覚えててくれたんですね｡,2
君のうわさ 見たわよ｡,
暴力事件を起こして 同級生３人を 病院送りにしたとか｡,
興味を持ってもらえて光栄です｡,2
すごいわよね こんな 一個人の情報まで,
堂々と さらされるんだから｡,
ここまで書かれてるとは 知りませんでした｡,
自分で調べたりはしないんだ｡,
ｽﾏﾎを持ってないんで｡ ﾎﾝﾄに？,
前は使ってたけど,
むしゃくしゃして 海に投げ捨てました｡,
ｺﾞﾐは ｺﾞﾐ箱に捨てなさい｡,
君 友達いないでしょ？,
友達なら ２人もいます｡,2
２人は ｢も｣かしら？,
友達なんて ２人いれば 十分だと僕は思いますけどね｡,2
そいつらと 一生 友達すればいいんだし｡,
ふん…｡ で 先輩は どう思ったんですか？,2
病院送り事件のうわさのこと｡,
少し考えれば わかるでしょ｡,
そんな大事件起こした人間が,
平気な顔して 高校に通えるわけがない｡,
そのｾﾘﾌ ｸﾗｽの連中に 聞かせてあげたいな｡,
違うなら違うって 自分で言いなさい｡,
うわさって 空気みたいなものじゃないですか｡,2
最近じゃ 読まなきゃ いけないことになってる空気｡,
読めないだけで ﾀﾞﾒなやつ扱いされる空気｡,
あれって その空気をつくってる 本人たちに,
当事者意識なんてないから｡,
空気と戦うなんて ばかばかしいですって｡,2
だから誤解は そのままにして,
戦う前から諦めるんだ｡,
次は 先輩が話してくれる番です｡,2
昨日のあれは何だったんですか？,2
私 ６歳で芸能界にﾃﾞﾋﾞｭｰしたの｡,
朝ﾄﾞﾗの主役に抜擢されてからは,
ﾃﾚﾋﾞに映画 … ずっと人目に さらされてきた｡,
ﾃﾚﾋﾞで桜島麻衣を見かけない日は ありませんでした｡,
最初の頃は楽しかったわ｡,
でも だんだんつらくなってきた｡,
どこに行っても あの桜島麻衣って言われて,
注目されて… それで いつからか 願うようになったの｡,
私のことを誰も知らない世界に 行きたいって｡,
私のことが見えてない人が いるって 最初に気づいたのは,
４連休の初日｡,
なんとなく気まぐれで 水族館に行ったの｡,
１人で？ 悪い？,
⦅えっ ｳｿ ﾎﾝﾄ？⦆,
最初は 気のせいだと思った｡,
みんな 魚を見るのに 夢中だったからね｡,
でも 帰りがけに入った 喫茶店で…｡,
⦅あの すみません｡,
すみません｡,
いらっしゃいませ⦆,
実は 前に出禁をくらうほど 何かやらかした店だったとか？,
そんなわけないでしょ｡,
先輩 足｡,
足がどうかしたの？,
いえ 踏んでもらえて幸せです｡,2
とにかく その喫茶店から,
逃げ出すように 帰ってきたんだど,
藤沢に着いたら みんな普通に 私のこと見えてた｡,
だから 他の場所でも 同じことが起きないか,
調べて回っていたの｡,
それでﾊﾞﾆｰｶﾞｰﾙ…｡,
この格好なら 見えてたら 見るでしょ｡,
今日も どこかで,
野生のﾊﾞﾆｰｶﾞｰﾙを するつもりだったんですか？,2
そう だから 邪魔しないで｡,
ｸﾘｰﾑﾊﾟﾝ１つください｡,2
すみません ｸﾘｰﾑﾊﾟﾝ１つください｡,2
すみません ｸﾘｰﾑﾊﾟﾝ｡ はい １つ？,
はい １つで｡,
本当は少しだけ 困ってたりしませんか？,
そうね ここのｸﾘｰﾑﾊﾟﾝが 食べられないのは困るわ｡,
でも… 君は私の頭のいかれた話を 信じるの？,
そういう話をなんて呼ぶのか 僕は知ってるんで｡,1
思春期症候群… ですよね｡,2
思春期症候群ねぇ｡,
他人の心の声が聞こえたとか 誰々の未来が見えたとか,
誰かと誰かの人格が 入れ替わったとか｡,
そういうたぐいの うわさ話のことを,
誰が言い出したのか,1
思春期症候群と 呼ぶようになった｡,
そんなのただの都市伝説じゃない｡,
ここは？ 僕のﾏﾝｼｮﾝです｡,2
何もしませんよ｡,
僕が先輩を信じてることを 信じてもらうために,
見せたいものがあります｡,2
ふん きれいにしてるんだ｡,
先輩は…｡ その先輩っていうの やめて｡,
君の先輩になった覚えはないし｡ 桜島さん？,
名字は長いでしょ｡ じゃあ 麻衣｡,
｢さん｣をつけなさい｡ では 麻衣さん｡,
君は梓川ってｲﾒｰｼﾞじゃないし 咲太くんって呼ぶから…｡,
ど どうして脱ぐの!? 何もしないって言ったじゃない！,
不潔 変態 露出狂！,
本物よね？,
こんな特殊ﾒｰｸをしてるﾊﾞｶが いると思いますか？,2
さわっていい？ どうぞ｡,
ｵｩ…｡ 変な声出さないで｡,
そこ敏感なんで やさしくお願いします｡,2
こう？ すごく気持ちいいです｡,2
ｲﾀｯ 痛い 離して！,
喜んでるようにしか見えない｡,
で どうしたら こんな傷が？,
それが よくわかんなくて…｡,
妹のかえでです｡,2
べつに 暴行されたわけじゃないです｡,2
ただ ﾈｯﾄでいじめられただけで｡,
言ってる意味がわかんない｡,
ﾒｯｾｰｼﾞを既読ｽﾙｰしたとかで｡,
ｸﾗｽのﾘｰﾀﾞｰ格の女子から 嫌われて,
のｺﾐｭﾆﾃｨで 悪口を書かれまくったんです｡,2
そしたら ある日…｡,
⦅おかえり｡,
お兄ちゃん…｡ ん？ どした？⦆,
これが 思春期症候群が実在すると 僕が信じる理由です｡,2
その傷も そのときに？,
理由は さっぱりわかりません｡,
朝起きたら 血まみれで 病院に運ばれて…｡,
それが病院送り事件の真相？,
ええ 僕が病院に送られたんです｡,2
お兄ちゃん いるんですか？,2
ご ごめんなさい！,
ﾃﾞﾘﾊﾞﾘｰの玄人のお姉さんを 呼ぶなら,
先に言っておいてください！,2
かえで お前は 壮大な勘違いをしてるぞ｡,0
じゃあ 壺を 買わされてるんですか？,2
買わされてない｡,
英会話の教材を…｡ 勧められてもいないから,
安心しろ｡ この人は学校の先輩だ｡,
桜島麻衣です はじめまして｡,2
えと はじめまして 梓川かえでです だそうです｡,2
この子は なすのです だそうです｡,2
教えてくれて ありがとう かえでちゃん｡,
あっ…｡,
すみません 極度の人見知りで 今は学校にも行っていない,
お家大好き少女なので｡ 私のことは知らないのね｡,
それは… あんまりﾃﾚﾋﾞを見ないから｡,
かえでの場合は ﾈｯﾄ環境から 距離を置くことで,
思春期症候群の症状は おさまりました｡,
だから 僕もｽﾏﾎを 海に捨てたんです｡,2
で 私の場合も 似たようなものだって,
言いたいの？ だって麻衣さん,
学校では見事に 空気を演じてるじゃないですか｡,2
だから これ以上 状況を悪化させないように,
麻衣さんは芸能界に戻るのが いいと思うって話です｡,2
なによ それ｡ ﾃﾚﾋﾞで目立ちまくれば,
いくら麻衣さんが 空気を演じても,
周りが放っておかなくなるでしょ｡,
それに 麻衣さんも 芸能界に 戻りたがってるみたいだし｡,
いつ私が そんなこと言った？ だって さっき電車の中で,
映画の広告を恨めしそうに 見てたじゃないですか｡,2
したいことをすればいいと 僕は思う｡,
実力も実績もあるんだし,
復帰を望んでるﾏﾈｰｼﾞｬｰさんもいる｡ あの人は関係ない｡,
余計な口を出さないで｡,
あっ ﾄｲﾚなら…｡ 帰るのよ｡,
待って これ…｡ あげる！,
《それ以来 麻衣さんは 学校に来なくなった｡,
僕は 何かとてつもない地雷を 踏んでしまったらしい｡,
麻衣さんの ふれてはならない部分に》,
ﾊｧ…｡,
なぁ 国見 桜島麻衣が 活動休止を宣言した理由って,
知ってるか？ 表向きには,
勉強に専念するため じゃなかったか？,
梓川 例の女子ｱﾅ また来てるぞ｡,
お久しぶり｡ どちらさまでしたっけ？,
なるほど そうくるか｡,
では はじめまして 私は こういう者です｡,2
今日は何の用ですか？,2
生しらすの取材で 近くまで来たの｡,
夕方からｵﾌだから 会いにきちゃった｡,
ご注文は？ 咲太くんをお持ち帰りで｡,
頭がおかしいようなので,
ご注文は 救急車１台でよろしいですね｡,2
事件のこと まだ話す気になれない？,
一生なりません｡ 胸の傷,
１枚写真を撮らせてくれるだけで いいんだけど｡,
嫌です｡,2
南条さんは 桜島麻衣が 活動休止した理由を,
知ってたりします？ ん？,2
少なくとも 一般人が知らないようなこと,
知ってると思うわよ｡,
最近は桜島先輩に ご執心だそうじゃない｡,
牧之原翔子のことは 吹っ切れたんだ｡,
国見といい なんで そこに結びつける｡,
砂糖は お好みで｡,
大丈夫だろうな これ｡ 中身は たぶん砂糖だよ 白いし｡,0
それで 聞きたいことって？,
あのさ 双葉 人が見えなくなるって,
あると思うか？ 視力が心配なら眼科に行けば？,
そういう問題じゃなくて｡,
そこにいるのに 見えないっていうか,
透明人間になる的な｡ 女子ﾄｲﾚにでも,
忍び込もうとしてるわけ？ さすが梓川 ﾌﾞﾀ野郎だね｡,
ｽｶﾄﾛ趣味はない｡,
思春期症候群の話なら 前に言ったと思うけど,
私は否定的な立場だよ｡ 知ってる｡,0
理屈に合わないんだろ｡,
だから 理屈に合う説明がほしくて 来た｡,
例えば こうして双葉の前に 座っている僕が,
双葉から見えなくなるというのは 理論的に可能なのか？,1
私が何かに没頭するか ﾎﾞｰｯとすればいい｡,
人間の脳は 見たくないものは 見ようとしない｡,
確かに でも そういうのではなく｡ 観測理論というのもある｡,
観測理論？ この世の中にあるものは,
誰かが観測して 初めて存在が確定する,
という理論だ｡ 梓川も 箱の中の猫の話くらい,
聞いたことあるでしょ｡ ああ たしか…｡,
ｼｭﾚﾃﾞｨﾝｶﾞｰの猫｡,
《桜島麻衣は 芸能界では確かに存在し,
みんなから観測されていた》,
ｸﾘｰﾑﾊﾟﾝ１つください｡ はい ｸﾘｰﾑﾊﾟﾝね｡,2
あの 桜島麻衣って 知ってますか？,2
え？ ほら 朝ﾄﾞﾗの子役でﾃﾞﾋﾞｭｰして,
ﾌﾞﾚｰｸした 桜島麻衣ですよ｡ 桜島？,2
そんな人 いましたっけ？,
《観測されなくなる ということは,
見えなくなる ということだけじゃなくて,
つまりは その存在さえも…》,
やっと帰ってきた｡,
ﾊｧ… そんなに僕に 会いたかったですか？,2
お腹減ったなぁ｡ 性格悪い｡,
まあまあ自覚してます｡,2
いつから腹ﾍﾟｺｷｬﾗに 転身したんですか？,2
買い物ができないの｡,
この２週間で どんどん 私のこと見えない人が,
多くなってきて 藤沢駅周辺は,
もう全然ﾀﾞﾒ｡,
とりあえず これ 食べますか？,2
《｢５月６日 野生のﾊﾞﾆｰｶﾞｰﾙに出会った｣｡,
これがきっかけで これが出会い｡,
忘れられるわけがない｡,
忘れても絶対思い出せ｡,
その日 死せる太陽が あまねく国々の上にあった,
これは…,
アア…,
「黙示録」いわく “５度 太陽が死せるとき―”,
“新しき古き名の都の西に 赤き湖が現れる”,
“それは すなわち ５番目の御使いが舞い降りし証し”,
“御使いは 闇の鷹なり”,
“罪深き黒き羊たちの 主にして―”,
“盲目の白き羊たちの王”,
“世界に 暗黒の時代を―”,
“呼ぶ者なり”,
ヘヘヘッ… お仕事の時間だぜ,0
おい 小僧！,
酒だ 酒！,
グッ… ンンッ… 早くしろ！,
くっそ… なんで俺さまが,
こっちのメシは どうしたよ？,
うっせえな！ 急がすんじゃねえよ,
ワッ！ 危ねえ！ うん？,
チョロチョロ動くんじゃねえよ 当たらねえだろうが,
ワッ！,
おらおら！ さっさと次いけ 次！,
上等だよ このタコ！ ほどきやがれ,0
動脈かみ切ったらぁ！,
その減らず口に たたき込んでやるぜ,0
ウワッ！ ヤダヤダヤダ！,
おい ああ？,
俺に 死体 片づけさせるつもりか？ それが？,
傭兵団って聞いたから ついてきたのに―,
やってることは ゴロツキの盗賊じゃねえか,
俺は 剣で成り上がりてえの！,
ああ？,
とにかく これ以上 こんなことやってられっか,
ウッ！ アアッ！,
アアッ！,
生意気 抜かしてんじゃねえぞ このクソガキが！,
そこまでタンカ切っておいて 無事に出ていけると思ってんのか！,1
ちっくしょう この野郎…,
次は てめえが的だ ヒッ…,
おい ああ？,
ジャマだからさ どいてくれねえかな？,
ああ？ てめえ 誰に向かって口を利いて…,
ヒイッ…,
てめえ！ ふざけやがって！,
ウワッ！,
なっ…,
ハッ…,
アア…,
騒いで悪かったな,
あと これに水を満タンで頼む ラム酒も１瓶,
へ… へい,
うん？,
オッ？,
やっと見つけた！,
ヘヘヘッ…,
助けたら助けっぱなしはねえ 最後まで責任持てよ,
うん…,
あっ… ねえねえ,
この重そうな塊 なに？,
あ…,
俺 パックっつうの！ よろしく,2
俺 旅芸人の一座にいたんだけど,
それが あの盗賊どもに襲われちゃってさ,
それ以来 九官鳥のカゴにぶち込まれるわ,
酒瓶に漬けられるわ 生きてるのが不思議だわ まったく,
うん… うんと！,
あの盗賊ども 近くに 仲間が たくさんいるはずだよ,0
腕利きの連中が別にいるんだ,
あんた 早く逃げないと 大変なことになるかも！,
オワッ！,
あっちい！ 何すんだよ こんにゃろう！,0
あんまりペラペラ話しかけるな,
ウッ…,
つぶすぞ アアッ…,
フン…,
ハァハァ…,
あいつ…,
ハァハァ…,
ヤベッ… 迷ったかも,
乗らんかね？ 夜に こんな雨じゃ大変だろう,
いいよ 行ってくれ,
遠慮することはない うちの娘も そう望んでる,
俺は あんたらのために言ってるんだぜ,0
取りつかれてるんだよ 俺は… 悪霊に,0
フッ… そりゃ難儀だな,0
じゃが 心配しなさんな わしには神さまがついとる,
幸運のスピリットもな,
べっ！,
さあ 乗った乗った,
ヘヘッ… 黒い義手の男ねえ,
ウソじゃねえよ！,
ホント バケモンみてえに強えんだって,
そんなに ほえんなって もう分かったからよ,
だから 腕利き人ほど 呼び戻して 待ってんだろう,
すぐ始末つけてやるぜ,0
それにしても もうちょっと まともな集合場所なかったのかよ？,0
ああ？ 知ってるか？ お前ら,0
何を？ ここいら一帯は 昔―,
森の精霊を 信仰する邪教徒どもの住みかでな,
邪教徒？ なんでも そいつら,
人間の はらわたを 木にクイで打ちつけて―,
その周りを１周させるっていう いけにえの儀式をやってたんだとよ,
こいつは そのひとつだ,
妙な冗談は やめろよ…,
ただでさえ 何か出そうな所なんだからよ,1
化け物が出るってウワサもあるぜ この森にゃ,0
化け物？,
今の世の中 どこへ行っても 戦だの 天災だので―,
死体なんぞ その辺にゴロゴロしてるぜ,0
魑魅魍魎のたぐいだって 湧いて出るかもしれねえ,
アアッ…,
んだよ？ 俺のほうが先に乗ったんだからな,0
文句言われる筋合いねえからな,
ウワッ！ ウッ…,
良かったら どうぞ,
うちで作ったブドウ酒,
温まりますよ,2
要らねえよ でも…,
夜はな いろいろとヤバイんだよ,0
あっ…,
人の厚意をムダにするなよ もう… じゃ 俺によこせ,
ヘブシッ…,
あの… 戦の傷ですか？ かみつかれたのさ 悪霊に,2
まさか… ホントに？,
おいおい あんまり娘を脅かさんでくれよ,
あんた 名前は？,
ガッツ,
わしはアドルフ その子はコレット,
それにしても あんた その背にした物は もしや…,
ふむ… まあいい,
ところで さっき見てたよ 酒場で,
乱暴はよくないが エルフの子供を助けたのは貴い,
悪い人間じゃなさそうだ フフッ…,
傭兵か？ あんた ウワッ…,
まあ そんなもんだ あまり感心せんな,
人を殺めて 金を受け取る商売なんぞは…,
いや たとえ 人助けのためだろうと そう簡単に人を殺めるもんじゃない,
チッ… これだから坊さんはイヤなんだ,1
そう言いなさんな,
わしの甥も剣で身を立てると言って 家を飛び出してな,
５年前 戦場で命を落としたんだ 名もない 一兵士として,
生きていれば 所帯でも持って―,
それなりの幸せを手にすることも できたろうに… 愚かなことだ,
いいじゃねえか,
どんなことだろうと―,
やりたいようにやって 死んだんだろう,
幸せ者だぜ そいつは,0
アア…,
もっとも 死んじまったら そこまでだけどな,
そこから先はないさ ン…,
悪いが 少し寝かせてもらうぜ,0
あっ… 風邪ひきますから,2
ハァハァ ハァハァ…,
ンンッ…,
ンッ…,
逃げられはしない,
ハッ…,
ウワーッ！,
ウオーッ！,
グリフィス！,
うん？,
ウワーッ！ オオッ…,
ちょっと どうしたの？,
ドウ！ ドウ！,
ヒッ…,
何だ？ こいつは 夢魔だ,
人に悪夢を見せ その恐怖を食らう悪霊だ,
悪霊って… それじゃ お前さんが言ってたことは…,0
神さまは信じられても 悪霊はダメか？,
なんで こんなのが…,
こいつが ヤツらを呼び寄せるんだ,
烙印？ ウッ…,
どうした？,
出てくるな,
夢魔は 人間の死体から生まれる この辺りは 古い戦場なんだろう？,1
悪霊は 死体に取りついて襲ってくるんだよ,0
夢魔が出るってことは もっと ヤバイやつもいるかもしれねえ,1
うん？,
ドウ… ドウ！,
バカ野郎 戻れ！ でも…,
アッ…,
ハッ…,
コレット！,
アア…,
逃げたほうがいいよ 行きたきゃ勝手に行け,
なんで！？ ムチャだ,
こんなに いっぱい… 殺されちゃうよ！,
いつものことさ,
それは 剣というには あまりに大きすぎた,
大きく 分厚く 重く そして 大ざっぱすぎた,
それは正に―,
鉄塊だった,
すんげえ… ウワーッ！,
あっ… どうしたの？ おっさん,
アッ… アア…,
ウワーッ！ ガッツ！ うるせえ 今取り込み中だ,
ハッ…,
ガッツ…,
ウウッ…,
ハッ…,
ウエッ…,
ウオーッ！,
チッ… 結局 人か,
文句言うな １人相手に これでも十分すぎるぜ,0
お… おい ちょっと待て,
何か様子が変だぜ ああ？,0
オッ… 何だ？ ありゃ,
おい お前らやったってのは あい…,0
ヒイッ！,
ハッ…,
ハッ…,
ウワッ！,
ウワーッ！,
何だ？ こりゃ,
クッ… ンンッ…,
ウワッ！ ガッツ！,
ウオーッ！,
湿気ってて 薪にゃ使えねえな！,
ハッ…,
あんたのせいじゃないよ…,
フフッ… えっ？,
フフフフッ… ああ そうさ そのとおりだぜ,0
他人の戦いに 巻き込まれて死ぬのは 雑魚だ,
自分の命さえ自由にできないのなら,
死んじまえってな,
ウッ…,
あの２人には 俺という災いから 身を守る力がなかった,
それだけのことさ,
アリを踏みつぶすことを 気にしてたら―,
歩くこともできやしねえんだ,
ハッ…,
ムダだよ 逃げられないよ,0
どこへ行こうと… 私たちは いるんだ,
いつまでも お前の周りに…,0
逃げられないよ いつまでも見ているぜ,0
お前は俺のものだ 私たちのものだ,0
あなたの血も肉も骨も,
耳だ 目だ,
心臓だよ,0
心臓が欲しい,
烙印があるかぎり…,
そうさ その烙印があるかぎり…,
逃げられはしない,
どこにいようと… お前は私たちのもの,0
お前の怒りも 悲しみも 黙れ…,0
苦痛も 黙れ,
お前の恐怖も,0
全て私たちのもの,
黙れーっ！,
これが…,
ガッツの世界,
ハッ…,
あっ…,
ついに追い詰めたぞ 黒い剣士！,
